rest name,rest add,rest open,rest type,rest rank,reviews num,Food rank,Service rank,atmosphere rank,price rank,None,Bar restaurant,Animal friendly,Possibility of sitting outside,Restaurant with free parking,A restaurant with regulated parking,Shipments,Take Away,Catering services,Chef to the house,Outdoor garden,dog friendly,Wi-fi,Country restaurant,Kosher restaurant,Accessibility for the disabled,Events up to 50 people,Family day,Restaurant for events and conferences,Team building days,fun days,meetings,Open on Friday,Sylvester,Table reservation service,Small events,Food ready to sit/take away,Boutique events,A strictly kosher restaurant,Bar/Bat Mitzvah,alliance,Open on Sundays,Events up to 30 people,Chef restaurant,"Sukkot, Tabernacles",weddings,birthdays,wedding anniversaries,Seminars,conventions,Company parties,Department Arabs,cocktail,A place for events,private room,Events up to 150 people,Tapas bar,Shabbat observant business,Restaurant with meat shop,Projector and screen,live shows,Access to public transportation,Tutorials/workshops,conference rooms,Location for photography,amplification equipment,Events up to 300 people,press conferences,Bachelor/bachelorette parties,Exhibitions,Fashion shows,Smoking area,Events up to 200 people,Night Life,Events up to 100 people,Open on Passover,"Arrangements for businesses, institutions and factories",with a sukkah,A restaurant with a wine cellar,Open on Saturday,Restaurants on the sea,sports bar,A restaurant with discounts for students,A restaurant in nature,burger club,fast food,Neighborhood bar/pub,Irish pub,Crazy Sunday,city,rest addres
"זיסלק, קניון סנטר 1, ירושלים","ירמיהו 43, קניון סנטר 1, ירושלים",No Info,ice cream parlor,3.0,1,2.0,4.0,3.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," קניון סנטר 1, ירושלים",ירמיהו 43
"פיצה סלסה, נתניה","ככר העצמאות 9, נתניה",No Info,A pizzeria,3.0,1,3.0,5.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, נתניה,ככר העצמאות 9
"מול הים - mulhayam, גן המלך, נתניה","דוד המלך 1, נתניה",No Info,fish restaurant,3.0,38,2.5,3.0,3.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, נתניה,דוד המלך 1
"שיפודי סמי ובניו, רמת גן","דרך בן גוריון 173, רמת גן",No Info,Oriental restaurant,3.0,4,3.0,3.0,3.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, רמת גן,דרך בן גוריון 173
"פבלו - מקסיקני בשוק, שוק מחנה יהודה, ירושלים","אגריפס 72, מחנה יהודה, ירושלים",No Info,Mexican restaurant,3.0,17,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," מחנה יהודה, ירושלים",אגריפס 72
"פיצה האט , צים סנטר, מעלות-תרשיחא","מעלות-תרשיחא, גליל עליון",No Info,A pizzeria,3.0,1,4.0,4.0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, גליל עליון,מעלות-תרשיחא
"השיפודיה - גריל ישראלי, נהריה","בן גאון דוד 33, נהריה, גליל מערבי",No Info,A steakhouse,3.0,2,3.5,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," נהריה, גליל מערבי",בן גאון דוד 33
"בנדורה, אשקלון","כיכר אליהו גולומב 1, אשקלון",No Info,A steakhouse,3.0,1,5.0,5.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, אשקלון,כיכר אליהו גולומב 1
"פיצה האט , גדרה","הביל""ויים 10, גדרה",No Info,A pizzeria,3.0,4,4.0,3.5,3.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, גדרה,"הביל""ויים 10"
"פיצה אדסו, יבנה","שד' העצמאות 15, יבנה",No Info,A pizzeria,3.0,4,4.0,4.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, יבנה,שד' העצמאות 15
"ביג אפל פיצה, רמת בית הכרם, ירושלים","אביזוהר 1, ירושלים",No Info,A pizzeria,3.0,1,3.0,3.0,2.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,אביזוהר 1
"קפה קפה - cafe cafe, נווה שאנן, חיפה","הגליל 100, חיפה, חיפה והקריות",No Info,coffee shop,3.0,2,4.0,2.0,3.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," חיפה, חיפה והקריות",הגליל 100
"סטקיית הקצבים, ירושלים","אגריפס 34, ירושלים",No Info,A steakhouse,3.0,6,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,אגריפס 34
"רולדין - ROLADIN, קניון עזריאלי מודיעין","לב העיר 2, קניון מודיעין",No Info,coffee shop,3.0,7,3.0,3.0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, קניון מודיעין,לב העיר 2
"רולדין  - ROLADIN, מתחם G1, ראשון לציון","לח""י 2, ראשון לציון",No Info,Confectionery-Mafia,3.0,4,3.5,2.5,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ראשון לציון,"לח""י 2"
"צחי בשרים, בת ים","הרצל 82, בת ים",No Info,A steakhouse,3.0,6,3.0,3.5,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, בת ים,הרצל 82
"מאצויה, רמת גן","דרך מנחם בגין 7, מתחם הבורסה, רמת גן",No Info,Concept restaurant,3.0,23,3.5,3.0,3.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," מתחם הבורסה, רמת גן",דרך מנחם בגין 7
"מאפה נאמן, תחנה מרכזית ישנה, ראשון לציון","הרצל 52, ראשון לציון",No Info,Confectionery-Mafia,3.0,1,4.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ראשון לציון,הרצל 52
"מפגש גרונר , רמת גן","ז'בוטינסקי 75, רמת גן",No Info,A steakhouse,3.0,11,3.0,3.0,3.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, רמת גן,ז'בוטינסקי 75
"פיאנו בר מסעדה, מעלה אדומים","דרך קדם 8, מעלה אדומים",No Info,Italian restaurant,3.0,2,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, מעלה אדומים,דרך קדם 8
"ווק טאון, חיפה","שד' הפלי""ם 19, חיפה, חיפה והקריות",No Info,Asian restaurant,3.0,2,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," חיפה, חיפה והקריות","שד' הפלי""ם 19"
"קפה גרג , קניון שבעת הכוכבים, הרצליה","שבעת הכוכבים 8, הרצליה",No Info,coffee shop,3.0,8,3.0,3.0,3.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, הרצליה,שבעת הכוכבים 8
"נעם, ירושלים","מאה שערים 32, שכונת גאולה, ירושלים",No Info,Eastern European restaurant,3.0,1,5.0,3.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," שכונת גאולה, ירושלים",מאה שערים 32
"בורגראנץ' בני ברק (צומת קולה קולה), צומת קוקה קולה, בני ברק",בני ברק,No Info,Hamburger restaurant,3.0,3,3.0,3.5,3.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בני ברק
"הלב הרחב, מרכז מסחרי עמישב, פתח תקווה","צלח שלום 30, פתח תקווה",No Info,A steakhouse,3.0,2,2.5,4.0,2.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, פתח תקווה,צלח שלום 30
"קפה ג'ו, קניון סביונים, יהוד","דרך משה דיין 3, קניון סביונים, יהוד",No Info,coffee shop,3.0,6,3.5,3.0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," קניון סביונים, יהוד",דרך משה דיין 3
"קפה לביא, מתחם MALL 7, באר שבע","הע""ל 30, מול 7 MALL, באר שבע",No Info,coffee shop,3.0,5,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," מול 7 MALL, באר שבע","הע""ל 30"
"ריבר נודלס בר - River, מגדל ב.ס.ר 1, רמת גן","דרך בן גוריון 2, רמת גן",No Info,Asian restaurant,3.0,3,2.5,3.5,4.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, רמת גן,דרך בן גוריון 2
"ווסאבי - Wasabi, אופקים","מבצע קדש 3, אופקים",No Info,Asian restaurant,3.0,2,2.5,4.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, אופקים,מבצע קדש 3
"קפה גרג, קניון הדר, ירושלים","פייר קניג 26, קניון הדר, ירושלים",No Info,coffee shop,3.0,6,3.0,3.0,2.5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," קניון הדר, ירושלים",פייר קניג 26
"הרצל 50, רמלה","שד' הרצל 50, רמלה",No Info,A steakhouse,3.0,1,5.0,1.0,1.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, רמלה,שד' הרצל 50
"המקסיקני - mexicani, ירושלים","שלומציון המלכה 1, ירושלים",No Info,Mexican restaurant,3.0,2,3.0,3.0,3.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,שלומציון המלכה 1
"צחי בשרים , כיכר ויצמן, חולון","שנקר אריה 48, חולון",No Info,A steakhouse,3.0,9,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, חולון,שנקר אריה 48
"אחלה, פתח תקווה","גיסין אבשלום 9, פתח תקווה",No Info,A steakhouse,3.0,30,3.0,3.0,3.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, פתח תקווה,גיסין אבשלום 9
"Rio ריו קניון הזהב ראשון לציון, קניון הזהב, ראשון לציון","סחרוב דוד 21, קניון הזהב, ראשון לציון",No Info,sandwich bar,3.0,2,3.0,2.5,2.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," קניון הזהב, ראשון לציון",סחרוב דוד 21
"פיצה האט , בת ים","רוטשילד 32, בת ים",No Info,A pizzeria,3.0,4,3.5,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, בת ים,רוטשילד 32
"ממפיס Memphis - Memphis, ירושלים","אגריפס 68, מחנה יהודה, ירושלים",No Info,Hamburger restaurant,3.0,3,3.0,3.5,2.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," מחנה יהודה, ירושלים",אגריפס 68
"לואיס בר בורגר, אילת","תרשיש 7, אילת, הערבה",No Info,Hamburger restaurant,3.0,14,2.5,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," אילת, הערבה",תרשיש 7
שווארמה בכיכר,"שד' מלכי ישראל 178, ישפרו סנטר קרית גת",No Info,Hummus,3.0,1,3.0,3.0,2.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ישפרו סנטר קרית גת,שד' מלכי ישראל 178
"מיסטר ווק - MR WOK, קריית מלאכי","שד' בן גוריון 6, קריית מלאכי",No Info,Asian restaurant,3.0,2,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, קריית מלאכי,שד' בן גוריון 6
"לה פיצרייה, קניון איילון, רמת גן","דרך אבא הלל סילבר 301, קניון איילון, רמת גן",No Info,A pizzeria,3.0,1,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," קניון איילון, רמת גן",דרך אבא הלל סילבר 301
"רוני פול, תל אביב","אילת 22, תל אביב",No Info,Hummus,3.0,3,3.5,3.5,2.5,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, תל אביב,אילת 22
"עוף בגריל שמעון, תל אביב","טשרניחובסקי 6, תל אביב",No Info,Street food,3.0,4,4.0,3.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, תל אביב,טשרניחובסקי 6
"מקסיקנה מרקדו שוק צפון, שוק צפון, רמת החייל, תל אביב","ראול וולנברג 20, רמת החייל, תל אביב",No Info,Mexican restaurant,3.0,2,3.5,3.0,3.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," רמת החייל, תל אביב",ראול וולנברג 20
סושי בוקס,"משכית 27, הרצליה פיתוח",No Info,Asian restaurant,3.0,2,3.5,3.0,3.5,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, הרצליה פיתוח,משכית 27
"ארומה - אספרסו בר, קניון הנגב, קומה 2, באר שבע","צומת אלי כהן, באר שבע",No Info,coffee shop,3.0,6,3.5,3.0,2.5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, באר שבע,צומת אלי כהן
"סאם בורגר ירושלים, ירושלים","קרית מדע 3, הר חוצבים, ירושלים",No Info,Hamburger restaurant,3.0,1,2.0,5.0,5.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," הר חוצבים, ירושלים",קרית מדע 3
"ניו דלי - New Deli, ירושלים","יפו 34, ירושלים",No Info,sandwich bar,3.0,2,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,יפו 34
"הפגודה \ דקס, חוף הלידו, טבריה","דרך גדוד ברק, טבריה, סובב כינרת","א'-ה' 12:00-23:00
ו' 12:00-עד שעה לפני כניסת השבת
ש' מצאת השבת-23:30

עד אחרון הלקוחות",Asian restaurant,3.0,137,3.5,3.0,3.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," טבריה, סובב כינרת",דרך גדוד ברק
"גיגסי - giggsi, באר שבע","נפחא יצחק 36, באר שבע",No Info,Pub-bar,3.0,10,3.0,3.0,3.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, באר שבע,נפחא יצחק 36
"פיתה בשר ״סדש״, ראשון לציון","ספיר יוסף 1, ראשון לציון","א'-ד'  11:00-01:00
ה'  11:00-04:00
ו'  11:00-עד שעתיים לפני כניסת השבת
ש'  19:00-04:00",A steakhouse,3.0,6,3.5,3.0,2.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ראשון לציון,ספיר יוסף 1
"קפה קפה גבעת שמואל - cafe cafe, קניון הגבעה, גבעת שמואל, גבעת שמואל","יוני נתניהו 25, גבעת שמואל","א'-ה'  08:00-23:45
ו'  08:00-עד שעתיים לפני כניסת השבת
ש'  שעה אחרי צאת השבת-00:00

משלוחים: ראשון עד חמישי
11:45-21:45",coffee shop,3.0,14,3.0,3.5,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, גבעת שמואל,יוני נתניהו 25
